src,dst
1627,4337
2040,3701
96,2225
3474,4490
5215,5448
428,805
1611,1902
2584,5156
548,902
1630,1584
306,481
4908,3174
3062,1348
2524,2526
5371,1129
4481,5822
3262,2952
2549,1646
4981,5967
3969,2384
3519,1350
5869,685
1345,1227
5360,2245
4116,4296
5960,5863
1302,5609
590,1954
3689,3168
5680,3477
3587,923
5346,4239
2983,2211
4123,2775
1101,1963
575,1357
5547,2757
3134,307
2084,1750
3075,3018
5580,3753
3338,472
1825,4652
1668,3324
603,1680
3545,976
1966,5547
1403,1897
5851,5485
1583,5908
356,104
2626,4460
4724,3634
368,3492
3977,3439
3220,5937
2789,1813
3465,1143
2549,3697
670,2734
1659,4118
307,2776
3151,3516
5554,4299
1539,4583
4612,5164
2529,5455
4543,1890
1176,1830
5619,3090
4693,5706
5195,3066
3512,1560
4772,1550
2903,5781
1470,2507
1038,5907
3053,1185
3184,5251
1674,2613
1079,4125
5403,1857
3664,2161
4271,3313
787,937
860,5321
4549,984
5951,2205
5178,3313
1459,4941
5000,5488
512,3703
4363,1989
1335,344
5768,4977
4013,664
1289,45
136,4451
2581,1229
4589,199
4086,3483
5426,52
832,3851
1961,2392
5452,5433
5989,92
1332,3912
2489,5512
4924,2508
5696,2880
5619,3288
3491,1822
3701,3949
5378,790
5971,2937
4653,2866
3870,2513
4672,363
3273,4071
5868,1155
621,4994
4501,4720
4105,2549
4200,4620
1271,187
2207,2689
5438,3878
751,5481
2457,2972
5008,490
3395,1308
2629,538
669,146
17,1834
1541,1347
1308,4317
5955,2434
3977,4776
1082,2894
1196,5911
4371,2324
2164,4385
1139,4502
5563,2895
4484,181
1856,4803
1010,1934
5301,965
3623,5781
2604,5510
3654,2216
5835,5594
3218,594
5521,2629
1035,718
5331,4959
5069,5532
4102,348
5785,4119
5154,2361
2945,4777
1010,5150
3080,3973
2319,865
1250,5016
1892,4323
4440,2080
3260,3367
4197,2471
1060,2961
1992,4541
4096,5951
3327,4270
1978,1468
2401,707
2208,5156
4622,563
1264,4632
225,1559
5310,2664
1971,319
5057,4124
3569,617
3998,3335
4763,113
4851,4934
2188,5505
797,5669
4935,2724
3188,1295
1816,629
587,767
5804,1871
3656,1069
2897,220
3172,3679
4074,1129
3870,1844
4633,3389
630,3216
684,4832
5714,5551
4907,4951
5990,2691
2921,4859
650,372
5114,1667
4926,365
5394,4283
1315,5245
5054,138
4501,4771
4177,3512
5350,3154
195,2985
5818,3044
2453,4267
5640,314
2245,1525
1852,710
2476,4573
806,1776
5325,468
5551,3010
844,2656
391,5643
1757,4045
2786,673
4543,4087
3083,2522
4595,3782
4866,1775
3841,653
3016,3071
907,102
4336,3805
5909,2090
4200,1806
5927,2969
668,1919
1,4785
178,2979
2277,3465
2360,4091
4558,1620
2279,5062
584,2643
2871,110
1328,1895
2981,98
1681,235
5586,2668
2308,4747
4487,2490
5965,1186
1564,3317
5372,50
5125,2667
2403,5547
3534,1978
483,2147
2327,2333
5670,178
1245,765
2408,1541
4152,5056
3967,544
5271,5479
3826,4837
3367,4948
2412,452
3111,4227
259,5343
2129,2081
5447,155
825,5217
3029,5480
3497,5785
3698,1591
552,3448
5494,4951
1206,4712
2726,2251
3872,4247
1292,2169
1416,4803
5256,1609
3985,1644
5198,2260
47,3502
4808,3711
5478,2625
2321,4471
4792,480
4818,1009
5502,2718
4031,1852
5990,5696
1020,2432
5300,4578
2590,1162
4810,4006
1049,441
2121,2885
5371,456
387,3093
822,1685
168,843
1788,2453
271,3076
5788,2687
317,4299
4541,2228
1927,1185
4390,4765
4512,5936
4202,1171
2960,1671
1010,5964
188,1173
1424,5126
4907,2101
3899,2761
4236,3445
2162,1602
3455,2257
2416,2345
1523,1647
2497,3748
805,5760
5387,3438
5982,2704
531,1059
2045,5877
4804,1017
110,3055
4796,3846
2327,965
5891,2963
4240,1159
3072,3030
2584,5800
2815,1830
1054,2890
5178,1072
4992,112
3529,2650
2160,3516
5599,3742
1610,4089
1357,3475
4434,5709
1149,2959
1642,495
1834,2838
5371,913
728,5141
5836,5281
3500,2079
2186,1838
4589,414
5426,4271
4693,2552
793,2079
5271,5525
2812,5805
776,3727
5048,953
1033,1736
3934,3362
918,2897
4392,5069
5030,98
5061,3186
3988,527
3040,1809
3167,1645
745,4253
5693,2990
5336,4359
194,592
2745,1603
4509,825
2349,3283
143,4448
789,899
1619,2004
1204,4270
4656,2610
1682,5432
5286,167
296,301
4093,493
2015,4351
1564,1573
4124,3595
2173,1057
2104,3565
1808,4464
1932,5999
2824,2050
584,5728
4712,3934
2821,1487
1082,5143
3981,4497
69,4728
2759,5495
407,4436
4166,3124
5627,1135
3412,1621
4532,2910
5927,571
621,3103
3533,2049
3202,3470
369,1098
3034,2940
429,1614
2036,5084
840,2125
2111,4278
3977,5820
1740,2341
4306,4458
2818,624
3738,555
3396,2289
2550,233
2117,3947
2745,4002
1073,2435
1289,2571
391,1797
5177,1459
4398,4957
681,1057
719,2998
715,3745
846,3178
3,3711
1171,5008
1025,3805
841,1710
1336,1454
3250,1073
1853,4896
2768,138
1619,21
3304,86
4693,1715
3836,3217
2138,1017
1993,3198
1416,647
2712,133
5775,988
259,2172
3994,3284
4718,5276
5565,1658
3540,5671
3990,5956
1289,745
2195,82
3250,1384
1281,4548
2553,5444
937,2876
2130,2376
4162,1580
4186,680
5453,3681
5289,1999
790,2039
2529,2131
2407,1068
1431,2989
5301,4476
2605,2890
1538,638
4560,2261
4809,1931
1312,5284
2550,2974
1335,5006
3111,1114
1976,4448
3529,5999
3022,900
5606,3153
4368,4483
4418,2744
5196,3456
3155,3020
2685,2601
338,1389
2317,3535
5,1764
1400,1342
1711,2321
3143,5121
5400,3776
5834,3283
1037,46
5820,3358
5190,3932
1094,2817
864,3332
4667,4458
5069,3810
4810,4659
5062,3691
3113,4634
2635,14
2187,5402
715,793
1411,3387
2421,5877
5324,5495
2793,5476
356,4024
5629,4330
3820,4699
1173,5668
2584,3334
2159,595
4181,1108
2003,4604
1461,2624
1599,2485
3863,5278
469,2521
1788,44
5307,5550
3928,5653
609,753
5050,2547
2634,3721
4811,222
2932,5623
2042,3716
2815,359
3542,5327
2136,4652
1861,2920
2130,4745
206,469
2696,5956
906,5239
2881,5669
183,5679
5275,3575
370,235
2271,78
1800,4458
2329,5592
454,3847
3013,2296
3811,4858
2806,1281
2195,3042
1692,5439
3034,1855
1437,1001
409,4288
2425,2796
66,5954
4236,2339
4244,2531
4502,2887
2464,4706
2339,1427
2309,2949
3918,1770
1345,3292
345,1690
2457,1762
3335,5541
5463,5035
1263,5585
1294,3279
2489,5891
2489,1747
3089,2781
2748,4895
1057,5543
3581,5720
594,128
970,4896
3644,1924
3101,1266
2263,850
2839,2722
609,305
4065,3592
2943,3266
3273,2776
1660,5386
4921,2219
432,153
4520,5995
5149,3902
4320,4267
5185,1127
569,4306
4612,3973
2090,2838
4317,3066
3903,722
5873,3289
3726,2700
5387,4062
3460,1253
2473,4623
1094,2108
5439,26
5468,4434
1159,1687
2097,1569
3627,4364
193,1967
5188,4091
5634,936
2874,4429
4447,94
5241,2937
4298,4803
4171,4904
1476,1997
2121,3210
4190,47
3770,1261
3811,4657
5658,2384
2186,5534
191,5567
4200,5886
1077,3425
3230,2231
3296,3760
5682,5316
3924,5970
675,1004
1728,5059
3675,694
4902,5356
2616,2711
4654,2957
5901,4644
1088,3357
3072,5249
1958,2073
1292,4763
3578,2613
4051,3628
2525,2728
864,2337
3184,3076
1434,3343
819,1755
4113,5996
3283,2174
4025,612
2898,1500
3072,3856
5720,927
1241,2985
3747,2959
5599,3532
680,1973
709,3065
5468,1290
1304,5006
3715,82
133,5567
5854,3113
3022,1815
825,4010
2033,959
908,3464
5490,1840
1234,2622
3545,4017
107,5181
2213,471
2654,1032
2224,2706
4591,1431
4134,5203
2911,2874
5891,3276
5378,3811
1085,1533
3123,1213
2263,5029
4887,3716
2881,5027
4828,4582
3652,2809
1444,898
2331,5963
4939,2126
5797,606
148,559
1337,4881
2474,5168
1444,3290
5268,1401
1681,4523
2580,2791
5606,1992
1995,3846
2331,2508
1596,848
4139,69
1872,1752
1572,4633
4259,3621
1292,3729
5178,16
3828,5747
3981,5828
3747,5962
4495,3143
4139,1330
4521,5240
1618,2800
5557,1271
1781,626
4305,5208
4342,471
4813,1334
5429,4460
1597,2174
5026,4717
1697,5446
4226,4310
1105,1012
1022,1989
2021,374
2480,1905
1356,879
1614,389
2485,5696
2664,358
5658,131
3886,4172
97,1336
3885,2049
3300,3161
3887,786
5189,3369
1311,3395
5048,1138
5205,4939
2314,5879
1657,3724
2843,4270
1481,2032
3717,227
1744,1883
1844,4640
2671,2206
3384,1898
4373,5624
813,1484
5562,1085
1601,2972
2845,1190
3255,3809
4956,4828
388,3019
3931,1735
2758,452
2748,3893
3273,684
3824,3610
2685,2452
4986,3039
693,2984
3314,3235
5786,5271
3902,1376
4840,5797
805,3378
4584,640
5355,5271
1433,1789
311,4792
2568,4995
2770,4854
1057,4135
5790,4582
1400,4416
257,1830
3313,2705
5284,4286
4742,5627
1230,4699
1290,1677
180,5650
1437,354
3771,2788
4907,4858
3744,4164
4115,4896
4818,5126
2787,1677
3463,5643
4048,1593
5769,4336
5160,2792
347,4486
179,698
4226,2670
3246,3510
2747,1540
5706,1637
3322,1149
4055,921
1931,5095
1043,2451
885,3947
5680,3242
5871,186
4908,1041
996,4089
1795,1221
2204,5417
1984,2689
4781,4542
643,4750
2578,5931
1374,3490
61,5972
1624,917
2927,2893
3777,2206
2800,1022
2635,3765
248,560
495,2759
4891,5041
410,4931
5989,5975
2268,4904
252,1671
2549,3538
2267,1269
3856,2498
2584,1835
989,5641
1283,251
1232,892
1665,3642
5658,887
1098,3158
4047,338
1062,1993
5388,1
2220,4993
327,4150
5995,3096
3866,5954
1611,2287
680,1099
5716,3638
1206,5246
1328,1299
1866,1260
2312,4513
5366,1818
3386,5246
3135,5962
4137,2951
96,4042
3402,4678
4446,4628
4471,1138
100,2526
5371,2569
252,1905
4780,2729
5514,289
3132,552
3347,3573
277,5924
4938,4562
576,225
2786,5535
5987,1599
1078,3729
4877,565
116,1917
5652,4447
1428,246
1819,2357
1593,2116
2833,1958
458,4461
1406,872
5050,4163
1237,3537
5301,5229
2391,5348
5933,5474
4946,3602
3377,1687
5833,2796
2376,4582
2947,4263
2510,5768
2836,4138
1206,1237
3465,4233
1009,3925
4970,2929
3247,3909
4742,1782
1213,1570
2121,4669
3576,1710
3959,5760
5087,5147
987,4729
5415,4392
4547,288
3646,2936
445,1291
2795,5238
4775,2099
5391,5956
3490,5548
3114,4984
4839,3836
3322,491
4801,3594
4550,334
3925,335
382,539
3539,3984
335,5589
225,5363
3551,509
1194,2908
2269,2765
2747,3368
2865,254
5644,5753
5547,500
2209,4696
200,3247
3721,1929
3735,1535
5169,5587
820,5087
1204,3653
4026,4622
1803,439
5055,1626
4443,1305
1591,5077
1611,656
5921,2464
3190,3278
4921,1802
4857,1256
4634,5830
3172,2552
3161,346
4584,2738
858,2252
2325,4943
2529,1028
1094,3794
5112,3806
1159,1249
2215,1800
2387,2300
2046,2930
4205,3628
3568,2197
2194,2104
2418,4607
3985,1217
279,402
3358,1991
3644,663
4226,4760
2762,4337
279,786
4653,3815
2409,2060
4829,5084
4628,4618
3761,3189
2584,5211
4583,3303
5504,2979
3540,173
3739,5327
3059,3600
3356,5011
787,468
4778,4614
1109,4373
3993,1605
3936,291
2703,4112
3554,692
2476,618
2865,1693
1130,3303
2653,5579
1522,828
2117,3049
2745,4556
4628,5827
5287,4363
200,4313
4863,678
277,5952
1685,4058
4381,1709
426,5058
3972,272
1077,3431
5754,4741
635,1997
2021,4819
4207,4031
373,3216
2592,5023
4812,2606
1143,1647
2129,2885
1740,5978
5344,2627
2135,2636
4686,2019
3532,4516
1350,150
3055,4055
2485,1433
3855,1308
2187,1058
943,2265
941,1771
2506,115
865,1248
1450,574
3402,1770
1553,4829
3721,5431
2417,2006
622,2440
5707,3590
2187,2445
2745,3225
917,5933
4895,3981
3480,1535
2188,5847
2158,4926
460,1416
3857,4243
5683,355
2502,4829
2620,676
5779,4708
618,2068
3174,5584
5354,1631
5836,2403
5228,5705
202,3950
1255,1560
835,4955
5580,5984
3820,5710
3482,3901
3075,3075
4629,4437
1665,1412
3351,4589
5778,4548
815,5484
1984,3836
1649,213
4589,4104
5693,5080
918,3281
3075,2856
215,4934
5684,503
1618,4288
3778,4660
4886,4950
2276,955
1443,2822
852,3449
1757,1333
3012,3053
3026,5228
2457,2556
5121,864
1814,4317
5835,1057
4230,3844
4203,4212
899,1072
4292,2651
603,2796
4546,1681
552,1566
5920,5342
2536,4185
697,2015
948,5602
3911,2695
1824,2786
2226,64
2992,5670
2169,1571
1401,3492
190,4308
3680,2461
4403,2960
2107,3454
2057,503
4528,4727
3149,3487
1685,864
1544,4723
2578,4883
5406,5604
2227,4636
3546,1479
4744,4295
5371,3188
2321,625
5033,3551
3285,5622
1349,28
1360,5870
1275,394
1257,5230
2005,4962
4017,89
95,1031
1538,2813
838,2616
5519,2564
5989,37
5187,3054
5394,753
5478,3251
926,5963
3134,3422
5781,2256
5554,2088
2406,3582
2761,781
4273,955
135,1423
1281,3137
3337,2331
2130,2371
3857,5537
4472,438
1911,4488
1159,213
807,555
2992,5497
1328,5347
885,4862
2713,2556
5054,573
2839,5832
2568,4832
4174,5669
557,5093
2666,691
5924,383
4949,337
3988,2824
1125,5033
1718,188
3188,4891
407,1564
5452,5532
179,3728
2565,5513
3635,203
4123,1782
5024,2231
2940,1334
2252,2802
3872,1331
2980,1473
899,621
5524,1709
1831,5454
3530,3076
1897,5934
5837,4087
5479,4560
5479,2650
5310,4873
5693,812
5307,2928
3433,2125
2510,3519
2740,4022
1031,1772
587,461
5392,142
589,274
2900,5945
4143,5746
3540,1522
5143,3155
4303,251
4751,2719
5323,1650
5355,3019
2506,757
4852,3649
5681,5661
4771,3119
5849,4835
4036,5312
3472,2999
4450,2332
5302,718
5883,1026
3093,3311
5427,1577
596,665
824,957
5606,4448
5285,2398
5854,4778
985,1222
1547,2551
2220,2397
233,2053
2247,5352
1705,3512
4373,5216
733,2504
391,5631
5253,3438
39,5637
1111,4160
2828,5409
2836,5744
5575,3206
1522,1328
276,4166
3929,2037
3787,2388
5571,68
1635,4638
5172,159
5466,749
1610,4630
622,3956
3711,2266
1774,3438
5394,2438
2224,1600
3378,5592
173,5033
3395,5030
614,4086
5282,1398
2485,3207
3007,3900
616,5491
764,5510
2535,2852
3552,5556
554,4100
4440,1716
4605,2016
789,4497
4205,3963
2654,976
3002,4425
4712,2701
4902,5284
1400,3752
3676,4237
5112,4107
3596,1559
4517,4477
461,5061
5706,4512
5978,1946
2259,858
2661,4507
1740,3653
4683,3291
3774,237
3984,1239
1306,4760
449,1019
1668,525
2748,4312
628,4942
2635,975
4128,2700
4464,5186
3782,1430
5505,2659
814,3302
23,3242
2781,186
1031,2926
1196,330
2787,2671
4604,158
4145,1015
5565,47
4443,5264
193,4574
4818,910
1038,5590
291,3676
1381,4839
3636,585
2866,5275
3882,2369
29,5383
5805,5833
3555,1785
4420,4570
2713,3925
5665,1133
3051,5102
104,45
2049,1755
815,912
1336,5046
154,4495
4979,5783
124,4705
4517,5663
2976,5007
3808,103
3946,4285
5275,4393
5392,3705
609,4195
5373,302
4902,907
1390,3295
1461,5651
2580,4263
2453,965
1785,2840
2331,2985
4521,2783
3398,4959
94,2525
3907,1332
3841,5907
2209,1426
3510,1866
4798,2515
1004,3781
3338,3983
4055,407
2815,1451
1844,206
2395,4645
5090,2168
3494,763
3475,4195
5714,3983
5675,3209
3137,5516
4690,1225
2084,3280
2122,1970
2417,5975
4197,1305
3196,5541
5124,4217
5220,5362
1260,1938
4764,3565
2112,5312
3083,5900
3476,5893
2598,3513
4868,2480
4677,5411
3519,2054
1712,2233
61,4843
3019,5568
1482,2857
2419,1390
109,3595
4196,1899
2069,4189
2914,5958
3293,2589
2321,1075
4446,4929
2664,674
3595,1861
5579,4232
4724,1485
1590,4056
1735,2434
1197,5546
1603,2652
1559,3935
4780,1989
5616,1189
4071,5791
728,1131
5997,5849
5050,3118
4705,5715
1660,3959
4412,5752
4177,2114
5786,2386
512,5751
5891,1237
5355,76
2519,4461
5494,4179
2960,1074
3776,3806
1639,3713
4809,5058
1088,4416
5139,5385
3408,2899
3767,5075
534,1152
2417,2705
4292,1349
1899,5087
660,4528
5399,2095
2666,1033
1161,4171
4059,5031
5284,1230
108,3099
5160,5802
2622,979
350,1077
5169,3207
2143,5330
2793,2769
3802,5649
5523,5183
4771,5817
2922,1754
5268,1600
5640,3744
1157,4159
4443,2591
907,3633
2663,1821
449,2033
276,2011
4426,1317
5160,4270
1835,3998
4674,2450
3412,4874
4322,3551
787,5218
464,3957
566,5359
5805,2561
383,1918
4790,2438
2923,991
2631,1126
3181,4188
562,4670
4673,4663
1715,1117
3181,5237
4643,4795
4635,4303
5160,1855
3367,1091
5271,5279
1308,1882
3865,5437
3057,2201
5797,4923
2209,2151
5215,4697
5415,903
5814,526
3947,5340
1239,537
828,763
4492,3239
1978,1672
3566,5292
566,279
5624,3319
5293,2627
5689,3131
4542,2855
61,4830
4926,420
2942,2528
3890,4517
2183,3302
3540,3643
1586,4643
902,1973
3084,1428
405,4042
5354,3546
1866,3730
5818,1163
634,2139
368,4262
4811,110
2996,1579
1831,5113
2631,3408
4348,803
5834,221
2421,4069
998,5296
21,3185
5747,91
3269,5666
1469,2126
5606,4941
4059,5641
3774,4522
943,2058
831,1565
2911,1915
5634,1115
5074,2894
1319,3255
5692,50
5878,2391
5946,2290
39,3824
368,1526
5268,606
1054,5315
1817,549
3961,5918
1008,3115
5184,168
5477,1357
1130,1560
2661,1498
3026,3924
4319,407
5350,1758
4962,3552
4112,3425
902,1714
2116,5536
5658,5407
5651,653
3652,5403
5184,4844
496,5618
3614,776
4246,2155
39,2820
4495,2586
2420,4778
537,3618
1849,2913
2635,1569
3486,3128
887,1765
1731,397
4098,870
1997,1234
4200,5530
352,1431
3240,5231
5528,1575
2298,3611
5889,5658
813,3860
1005,1613
5611,991
4772,3734
206,5925
741,4703
1575,4981
4061,4026
2078,1389
5335,2070
3982,2882
3356,4690
5430,5459
5580,5907
1778,3591
2495,4090
1618,4361
2298,763
2670,906
2108,5986
5175,3939
926,3434
5797,3758
5530,1729
3117,3926
3545,4873
885,4763
1964,3815
346,4120
2836,5535
360,4060
2311,4415
1411,904
5554,3842
1188,2151
912,1048
3474,5588
4851,1746
4775,2723
3337,3420
2473,350
3946,2144
2550,3505
1367,1329
2603,4327
113,5005
368,747
2986,3365
256,213
174,4373
2021,5209
3212,2790
228,991
2855,1285
4790,5912
5604,1524
5426,2036
3716,2279
5818,1999
3135,4523
3934,4687
3412,5588
3430,5031
2529,1732
3386,2307
4986,5577
0,1097
2748,2701
5223,882
4055,4945
3540,3700
3015,4588
1087,3580
3125,1401
2587,887
1729,400
1405,5861
976,4976
5693,1521
4547,4925
70,1201
3152,4795
2448,4924
216,3984
941,180
5439,2570
1993,621
537,3390
4364,2260
1797,4964
330,4397
1272,3700
4818,2817
1740,4750
3576,1982
3228,648
4744,3368
1052,3799
3718,2845
5927,2351
3359,4401
4941,254
206,71
4,1046
5507,3635
1913,2155
2412,1319
2330,471
1973,2136
3584,3202
3934,808
4119,2064
918,4671
685,1449
1311,2145
2800,3173
854,4118
2484,1564
3898,1651
5971,1370
2099,4891
4399,4400
2693,1872
4262,1789
5629,2784
523,422
3286,3035
2234,3223
4975,5480
4519,2712
5035,732
3114,2390
4535,566
2578,194
5798,3645
2403,4623
3131,1033
163,3317
5114,94
1969,1507
2321,5807
5853,3041
4705,1119
4190,2415
3682,5403
4742,3689
1004,2561
5305,1218
2597,4703
5566,1919
2770,3467
5555,2756
2983,1918
3304,3868
3575,1696
1682,2936
1776,1318
5608,2735
4034,3486
1446,1794
338,2263
5372,254
2725,3263
4628,2485
3722,1614
4683,174
5810,4808
152,1440
4044,57
5477,1168
2915,3219
23,2617
1048,1225
3649,2182
5890,1263
4481,2270
3538,4715
3154,4876
5834,3470
828,5194
5996,317
3081,1295
5971,400
4666,992
1586,2366
2351,2840
3430,2356
2600,3619
4686,1628
3450,2427
3671,2417
1272,4383
5603,3658
3094,623
811,162
4550,4891
2510,2370
338,4155
3472,4830
3836,5947
1060,3510
2366,5381
1101,2869
728,5967
966,2553
5232,3559
3487,2365
5902,829
2584,4466
5371,394
4996,4722
2128,82
4258,2419
3578,517
697,1892
918,5818
4512,3862
3946,5734
707,1357
4622,3226
3551,57
5240,195
5398,4097
831,5404
1771,82
1366,1515
2850,763
2062,921
40,775
2130,4670
4026,228
4086,647
5580,5949
3392,1713
2215,2850
4245,5488
3402,1190
2632,1532
2084,1803
2352,428
4550,2720
4499,4236
1497,800
2922,1538
5802,4451
2732,2544
4036,4440
3503,5976
911,985
1607,4
1038,374
4853,4187
3990,2406
2380,2205
3742,2355
5507,3783
5378,3443
2659,2652
2339,5879
5247,4461
2695,5068
3722,748
5992,1013
2952,2892
2847,4567
2838,3685
4074,2586
4500,1221
156,1901
5886,1095
2942,1753
4283,3710
2473,1688
4694,2558
2233,5564
3066,3095
70,3725
568,5559
3347,5347
3520,3587
3859,1644
3225,409
5627,1023
1324,3032
1599,1101
5790,4037
479,943
4565,5554
5661,880
2860,1648
5486,1970
4685,5357
4114,5682
1405,1566
5478,348
1925,5892
2132,5455
634,5579
3305,3860
4170,5747
110,3739
1587,2460
4522,5031
1668,1683
2781,5090
3856,4116
4327,4964
1688,5883
1387,3936
3540,866
108,5309
3470,5607
5731,1808
21,512
3543,5283
3616,4676
4306,2496
3387,1267
5784,2580
1025,288
3770,904
2940,4131
2403,4085
392,1312
5115,410
2773,506
1325,4329
4418,1867
4092,5249
2111,4408
3106,4494
207,158
5933,2068
1022,5282
1681,1540
5726,2433
2583,1037
5693,2978
5286,5479
3009,116
3392,670
333,994
5534,4645
1360,4603
4772,1062
1050,5938
1705,5850
3525,348
3120,1272
2343,3084
3002,1271
5838,1503
2785,188
3952,4759
5066,585
1668,368
5424,2060
5464,5114
2960,2515
859,2448
3750,4324
2293,1650
37,2444
1107,4083
2898,5150
496,569
1055,4566
4023,5099
3995,5841
4716,3627
838,5217
790,3967
4114,4293
5852,4756
2404,5104
912,4833
4617,3683
1394,2993
888,1471
587,5162
4201,261
807,3218
3870,1834
2797,2830
3970,604
557,4696
3977,4455
712,2039
5017,100
2459,866
2703,2332
2056,2961
356,2024
2274,5231
1652,1387
5609,5907
1598,3519
4574,3728
1746,5461
3769,4191
1170,3922
1161,3772
4252,4638
4584,2825
329,4207
4334,2273
3474,1445
4218,4913
186,182
3579,2054
4818,569
4334,1649
246,1936
5804,5258
5897,3820
5896,3318
426,4853
5318,4954
4717,377
3648,3216
3675,1278
5395,832
4589,5428
325,599
831,1154
3285,3627
2226,818
3367,2706
5941,1264
5891,1126
1482,2989
728,1012
3283,2315
2207,3955
3776,1127
2282,21
5206,270
4058,1015
5477,4591
1245,5530
5505,3793
4896,2297
2207,2654
5348,3882
1728,1444
5087,3572
1605,25
3855,2672
1572,2276
2189,2645
5144,5137
4632,5004
5629,1093
932,3944
2209,3523
5885,5557
4922,820
4864,2774
4274,5138
611,2774
4906,4182
2581,5047
3335,5655
4666,614
2290,3877
3999,1737
4084,5323
4337,3898
2805,2155
886,329
151,5267
1033,4646
5424,38
3873,441
725,2505
1339,4779
2407,840
1862,3353
1984,4068
5325,4003
561,83
1534,5490
466,4536
2217,2346
701,5093
5066,861
131,1033
4260,2507
5995,3520
919,4136
1059,4093
2806,3389
3958,1709
4250,4750
4673,5118
603,1896
5247,2275
4170,5528
1097,5054
4226,2207
670,3651
3111,4064
1652,2185
5902,2158
2854,1063
4979,2319
1624,1899
2580,1667
426,2712
2497,4782
5802,953
3026,5222
2245,2359
2791,4743
887,3392
4605,2285
2464,5366
3381,2647
3329,5302
1038,1357
1668,755
517,1318
1024,4000
3325,4488
3722,4710
1740,5831
3816,3825
1338,1379
2084,1801
3845,2470
1270,1333
604,3864
3776,3223
5039,3455
2260,4019
5099,3542
5839,4448
4624,765
2036,3392
1649,4991
1281,2285
252,1258
3212,4962
5609,4294
2516,81
5989,1206
4172,2650
4551,1016
5807,3465
4639,2322
3692,5064
5522,3207
468,1221
1032,5449
2120,5141
5135,2276
668,3661
3050,251
4257,5594
5636,4676
2193,4608
961,2092
2621,2065
4146,4336
4629,4760
862,1141
3305,4048
1681,144
5802,4585
1143,1159
3848,3351
1300,4165
271,4394
1690,5401
3316,5302
2402,1799
5283,4632
1592,173
1444,903
5360,5283
317,688
2170,3188
1970,3122
4756,1541
5805,299
5482,3189
2832,5210
5764,1557
3934,1301
2056,1955
500,3836
3529,4501
1373,5338
3247,4825
592,5854
2528,4092
3114,614
5602,5761
5898,3122
1101,127
3980,2946
5659,5809
3064,5181
2126,5285
38,493
996,4565
2891,4302
3474,4510
3057,4902
3782,3675
2921,3349
3118,5162
5565,745
4932,1351
720,3430
512,51
266,4801
1978,1513
145,5946
720,96
5537,649
1842,3032
3654,3335
478,2825
4893,5420
284,2836
2415,1293
4005,4307
3437,4145
5468,4310
825,4093
472,5858
1193,4793
5482,1037
39,4195
3269,4720
5371,2044
4934,3361
5903,5080
3971,4694
2622,468
4979,5128
1377,3565
1087,2790
4157,1754
5409,5882
166,4123
4440,1720
98,2522
2802,3304
1349,5278
620,5255
4512,1836
1880,4389
1800,2983
5215,3765
3242,5590
2836,4869
4334,1412
271,3347
4550,5498
2609,5566
4883,524
2762,1014
3514,2864
5955,5976
3083,2257
4792,5498
5115,4117
3376,1903
2193,4284
410,596
2042,420
3739,5683
3910,40
2994,496
2609,1574
2992,3139
1992,4364
407,1185
824,373
3824,2439
3402,1612
1391,1611
1049,2909
653,4143
2661,2730
3887,5844
3928,3031
2866,2264
4114,2503
4550,746
4550,5041
2330,5828
948,2692
5835,690
2703,4484
457,5511
5894,4879
552,3312
4137,1445
4443,5322
3886,1187
3923,4979
4071,861
551,5987
3999,5860
3693,3439
2984,2157
4675,3856
2528,1377
4170,1606
2802,3262
2865,2022
741,1383
3899,3761
2504,4521
2787,3545
317,1027
3576,5788
4560,2769
5737,3807
3438,4710
5580,1409
423,2393
3897,4505
3064,4234
3047,2068
4069,3019
865,4378
2045,1970
5229,4964
5578,2453
1142,3341
1661,2836
2144,1076
4236,4485
2276,5962
779,4742
1074,4246
3552,5372
4233,5732
2609,1100
2386,4492
2382,2688
1992,4856
2042,5460
5061,4110
263,2562
5225,2113
3649,5959
1444,2114
5788,2000
2834,5204
3802,3070
102,135
4686,1450
4622,477
5272,972
2983,1474
4935,3579
5608,1038
393,4637
5033,2550
966,4299
2263,4342
354,5542
5050,3049
759,1544
3998,3657
5118,1725
5392,1539
2175,1852
3633,2936
2468,2540
1663,4891
1909,3756
5078,516
3510,3990
969,3532
2855,4025
4020,3770
21,3143
3738,235
2399,1112
938,5603
3799,4144
4953,5479
4818,4518
1909,1678
2341,2129
604,5890
3977,1653
4444,3216
4962,3172
4880,1898
4026,834
1888,4246
4251,1389
2114,5075
1687,1929
4312,1596
3157,3692
35,1616
2680,852
1234,46
4782,5532
419,3131
120,2669
4828,5238
2228,1643
5861,1372
327,3840
1454,2101
63,1493
848,5666
5466,5700
1186,4697
5367,370
2439,364
5801,4809
4510,1345
4567,1121
449,1253
4235,4676
4125,3657
1553,4593
3627,5608
3376,2718
1161,5079
2180,3084
3750,537
3161,1654
5579,4822
3414,5530
3494,2712
3726,5892
1904,4568
4801,1818
352,875
3972,4144
4570,1221
1516,3371
5769,1378
3395,5555
4558,2496
4891,2034
2834,1774
5797,865
3212,5109
848,619
988,2191
3918,1218
2084,5001
207,1448
4025,452
1157,2132
5651,471
5371,3988
192,5200
2301,2149
1629,4223
